Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä, Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana;
su 11 maalis 2018 18:00;2;7;3;1;14;0;8;8;3;13;15;6;3;17;17;27;9;9;2;18;
su 11 maalis 2018 19:00;6;6;1;5;14;0;10;3;5;5;9;6;4;14;14;6;4;5;1;12;
su 11 maalis 2018 20:00;1;6;3;3;15;0;11;1;2;5;5;1;1;13;6;8;7;3;0;8;
su 11 maalis 2018 21:00;0;2;1;6;7;0;4;2;3;3;4;5;5;9;5;5;1;8;0;4;
su 11 maalis 2018 22:00;1;1;0;1;5;0;3;0;1;5;1;1;0;4;4;0;0;2;0;1;
su 11 maalis 2018 23:00;1;0;0;3;1;0;1;0;1;0;1;3;0;3;1;2;1;2;0;4;
ma 12 maalis 2018 00:00;0;1;0;1;1;0;1;0;1;0;1;0;1;4;2;1;1;0;0;0;
ma 12 maalis 2018 01:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;
ma 12 maalis 2018 02:00;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;0;1;0;1;
ma 12 maalis 2018 03:00;0;0;0;0;0;0;1;1;0;1;0;0;0;5;0;2;1;0;0;4;
ma 12 maalis 2018 04:00;0;0;2;4;1;0;5;0;8;0;1;1;0;0;1;0;0;1;0;3;
ma 12 maalis 2018 05:00;1;3;7;3;3;0;6;3;7;5;3;3;3;7;3;4;3;12;2;11;
ma 12 maalis 2018 06:00;10;9;41;14;12;0;23;15;27;18;19;21;8;17;13;7;15;41;3;25;
ma 12 maalis 2018 07:00;53;23;82;36;44;0;69;61;73;62;90;79;25;63;32;11;34;91;23;98;
ma 12 maalis 2018 08:00;112;38;68;71;75;0;79;107;72;85;86;88;31;152;57;25;41;112;19;165;
ma 12 maalis 2018 09:00;36;29;30;40;71;0;41;31;26;46;38;27;8;83;46;25;24;45;10;91;
ma 12 maalis 2018 10:00;10;19;13;25;28;0;6;12;13;19;15;7;3;37;24;19;5;17;4;37;
ma 12 maalis 2018 11:00;11;20;7;9;17;0;15;7;11;15;18;9;8;28;28;23;9;14;15;19;
ma 12 maalis 2018 12:00;10;13;14;13;51;0;9;9;6;13;16;7;9;29;31;29;8;12;5;39;
ma 12 maalis 2018 13:00;6;13;11;18;31;0;13;9;4;13;14;11;8;26;22;21;6;13;12;29;
ma 12 maalis 2018 14:00;12;15;14;19;32;0;12;10;14;11;18;10;11;24;23;22;9;26;11;38;
ma 12 maalis 2018 15:00;33;30;38;34;43;0;39;42;29;36;59;43;13;64;57;29;20;51;19;82;
ma 12 maalis 2018 16:00;51;25;76;41;100;0;50;59;51;72;82;79;31;110;60;21;36;86;28;126;
ma 12 maalis 2018 17:00;53;35;52;49;62;0;49;64;60;47;63;72;22;104;61;22;43;87;15;106;
ma 12 maalis 2018 18:00;19;34;30;21;48;0;36;18;28;38;31;31;6;66;31;28;16;34;10;65;
ma 12 maalis 2018 19:00;17;10;13;18;31;0;13;18;15;20;31;18;7;44;28;19;12;19;5;46;
ma 12 maalis 2018 20:00;11;11;14;8;17;0;11;7;18;15;15;13;4;32;8;3;4;23;0;21;
ma 12 maalis 2018 21:00;7;9;3;4;15;0;2;7;3;11;10;8;3;22;10;2;4;12;5;21;
ma 12 maalis 2018 22:00;4;1;4;4;9;0;3;2;9;5;7;1;0;13;10;0;2;7;1;14;
ma 12 maalis 2018 23:00;2;3;0;0;5;0;2;1;5;1;1;3;0;10;8;2;2;3;1;5;
ti 13 maalis 2018 00:00;0;0;0;1;3;0;0;0;0;0;1;2;0;2;1;1;0;0;0;1;
ti 13 maalis 2018 01:00;0;0;1;0;0;0;0;2;1;0;1;1;0;3;0;0;1;2;0;3;
ti 13 maalis 2018 02:00;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;2;1;0;0;1;
ti 13 maalis 2018 03:00;0;3;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;
ti 13 maalis 2018 04:00;0;0;3;0;0;0;6;0;1;1;0;0;0;1;0;1;0;1;0;3;
ti 13 maalis 2018 05:00;0;1;4;0;3;0;6;2;11;6;3;2;1;8;4;4;5;9;2;10;
ti 13 maalis 2018 06:00;9;8;31;10;12;0;26;15;23;17;15;20;5;18;10;4;10;30;4;22;
ti 13 maalis 2018 07:00;40;19;70;25;39;0;47;45;45;40;89;69;29;50;26;9;33;78;8;87;
ti 13 maalis 2018 08:00;63;25;58;50;59;0;57;55;61;58;58;64;20;92;43;14;25;100;8;100;
ti 13 maalis 2018 09:00;16;19;8;22;27;0;28;31;14;29;34;25;5;51;31;18;13;31;4;59;
ti 13 maalis 2018 10:00;9;13;4;4;14;0;2;10;3;15;3;11;8;21;21;22;2;5;8;26;
ti 13 maalis 2018 11:00;6;12;4;8;18;0;11;5;4;12;13;6;7;12;14;16;5;11;4;16;
ti 13 maalis 2018 12:00;4;18;5;8;18;0;9;5;5;11;10;7;9;23;13;20;5;10;13;24;
ti 13 maalis 2018 13:00;5;9;8;3;22;0;5;6;2;12;11;13;4;18;12;22;4;11;7;27;
ti 13 maalis 2018 14:00;11;16;14;9;28;0;19;5;8;20;14;6;7;29;16;21;5;16;5;30;
ti 13 maalis 2018 15:00;17;14;23;15;52;0;19;24;22;28;41;38;11;56;38;19;31;53;11;66;
ti 13 maalis 2018 16:00;22;23;60;40;66;0;42;52;67;57;76;67;26;98;46;28;33;89;10;104;
ti 13 maalis 2018 17:00;23;20;34;27;72;0;30;44;36;47;44;48;21;66;41;33;27;47;14;85;
ti 13 maalis 2018 18:00;18;18;31;20;47;0;22;18;23;32;42;41;11;65;30;19;16;35;16;67;
ti 13 maalis 2018 19:00;3;10;10;16;24;0;17;10;13;22;17;17;10;39;28;12;11;28;7;40;
ti 13 maalis 2018 20:00;3;7;16;13;26;0;4;4;10;21;16;11;7;21;14;6;11;15;4;29;
ti 13 maalis 2018 21:00;4;7;4;3;15;0;4;3;3;9;10;7;3;22;11;8;6;10;1;18;
ti 13 maalis 2018 22:00;1;0;3;2;10;0;3;1;2;4;6;3;4;8;5;6;1;5;1;9;
ti 13 maalis 2018 23:00;0;1;0;8;3;0;4;2;2;1;3;5;0;3;1;1;0;1;0;5;
ke 14 maalis 2018 00:00;0;5;0;0;2;0;0;3;0;2;1;1;0;2;1;2;3;2;0;2;
ke 14 maalis 2018 01:00;0;0;0;3;0;0;0;0;0;1;1;0;0;4;0;0;0;1;0;1;
ke 14 maalis 2018 02:00;0;0;0;5;1;0;1;0;0;1;0;0;0;0;1;2;0;1;0;1;
ke 14 maalis 2018 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;
ke 14 maalis 2018 04:00;0;0;2;0;0;0;3;0;5;1;0;0;0;1;0;0;1;3;0;4;
ke 14 maalis 2018 05:00;0;3;7;0;3;0;7;4;10;7;9;2;0;17;7;4;7;11;2;10;
ke 14 maalis 2018 06:00;13;11;30;10;7;0;17;12;19;21;27;25;9;21;10;2;14;39;12;26;
ke 14 maalis 2018 07:00;39;14;70;23;54;0;65;45;62;54;69;65;29;62;34;7;35;91;25;95;
ke 14 maalis 2018 08:00;59;33;61;62;75;0;60;75;60;82;76;79;26;119;50;21;35;97;24;132;
ke 14 maalis 2018 09:00;30;29;19;35;41;0;19;35;24;35;31;24;6;88;41;26;15;35;17;85;
ke 14 maalis 2018 10:00;11;18;10;21;27;0;14;7;7;13;24;13;8;30;28;23;4;18;3;24;
ke 14 maalis 2018 11:00;1;14;6;13;38;0;18;9;8;12;13;13;9;19;29;16;4;19;4;31;
ke 14 maalis 2018 12:00;5;18;8;10;27;0;10;4;7;12;10;7;5;31;21;32;3;13;11;22;
ke 14 maalis 2018 13:00;9;9;9;5;21;0;9;8;4;12;15;9;9;24;18;29;2;13;3;23;
ke 14 maalis 2018 14:00;8;12;15;17;30;0;16;18;13;17;16;13;15;27;32;32;13;17;9;39;
ke 14 maalis 2018 15:00;32;22;47;14;38;0;29;36;29;30;50;41;13;51;53;24;14;59;24;66;
ke 14 maalis 2018 16:00;46;24;62;39;89;0;55;49;46;76;68;64;30;105;54;30;34;64;13;106;
ke 14 maalis 2018 17:00;32;24;45;38;66;0;42;66;48;61;50;52;23;87;52;27;26;60;18;101;
ke 14 maalis 2018 18:00;19;31;30;22;46;0;15;31;23;50;44;46;13;71;35;20;25;41;19;78;
ke 14 maalis 2018 19:00;14;18;14;19;29;0;14;9;12;30;19;18;5;38;29;15;7;22;1;37;
ke 14 maalis 2018 20:00;10;11;10;7;25;0;8;5;11;19;25;15;8;28;27;10;7;10;1;27;
ke 14 maalis 2018 21:00;7;8;4;7;17;0;8;6;6;50;12;4;6;29;20;11;8;9;2;27;
ke 14 maalis 2018 22:00;1;4;7;3;5;0;2;0;3;7;9;6;2;11;9;2;1;16;1;7;
ke 14 maalis 2018 23:00;0;6;1;4;7;0;0;0;2;3;2;2;3;2;1;0;3;2;0;3;
to 15 maalis 2018 00:00;2;1;1;1;4;0;2;0;1;2;0;0;0;2;3;3;2;1;0;1;
to 15 maalis 2018 01:00;0;1;0;5;0;0;0;1;0;0;0;1;0;0;1;0;0;2;2;1;
to 15 maalis 2018 02:00;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;
to 15 maalis 2018 03:00;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
to 15 maalis 2018 04:00;0;0;3;0;0;0;2;2;0;2;0;0;0;2;0;1;0;3;0;5;
to 15 maalis 2018 05:00;0;2;6;1;2;0;7;5;12;7;2;3;1;9;3;4;2;9;2;12;
to 15 maalis 2018 06:00;15;10;29;13;14;0;17;15;26;17;21;25;13;19;10;2;8;38;8;25;
to 15 maalis 2018 07:00;34;17;52;23;49;0;59;40;60;50;63;64;24;64;25;9;39;77;13;94;
to 15 maalis 2018 08:00;69;31;74;46;68;0;58;67;50;83;63;70;27;102;45;22;33;96;34;140;
to 15 maalis 2018 09:00;38;29;17;37;52;0;22;24;19;42;29;22;13;72;36;18;19;30;16;84;
to 15 maalis 2018 10:00;5;19;4;18;23;0;9;14;9;16;13;9;5;27;17;25;4;21;4;12;
to 15 maalis 2018 11:00;6;11;10;11;28;0;5;5;7;16;19;7;9;17;18;24;8;15;7;18;
to 15 maalis 2018 12:00;9;10;10;6;28;0;10;4;10;20;18;5;12;18;16;20;9;12;4;22;
to 15 maalis 2018 13:00;8;15;5;6;21;0;9;5;6;11;21;12;4;18;25;29;14;16;5;30;
to 15 maalis 2018 14:00;10;20;13;15;32;0;10;10;13;15;16;14;8;24;33;34;13;20;7;21;
to 15 maalis 2018 15:00;21;27;28;33;43;0;37;32;29;39;41;27;19;56;39;23;18;47;7;74;
to 15 maalis 2018 16:00;50;45;66;37;86;0;52;36;38;66;83;70;43;97;55;31;38;87;7;122;
to 15 maalis 2018 17:00;46;30;49;38;59;0;40;51;36;55;55;55;17;74;53;22;28;49;12;92;
to 15 maalis 2018 18:00;17;34;23;27;56;0;14;27;23;68;38;35;10;62;45;18;16;35;13;67;
to 15 maalis 2018 19:00;7;15;6;5;39;0;19;13;28;26;26;21;13;37;32;13;11;32;2;42;
to 15 maalis 2018 20:00;9;14;14;10;27;0;9;6;10;18;23;12;8;27;17;7;9;15;0;28;
to 15 maalis 2018 21:00;1;6;5;7;7;0;3;2;8;14;12;9;1;17;8;5;8;16;1;12;
to 15 maalis 2018 22:00;2;4;4;7;9;0;4;3;5;2;5;6;0;7;10;3;0;7;1;7;
to 15 maalis 2018 23:00;1;2;0;3;12;0;0;4;1;6;7;7;3;8;4;3;4;1;0;9;
pe 16 maalis 2018 00:00;2;0;0;0;4;0;2;2;0;2;0;2;0;2;2;3;1;1;0;2;
pe 16 maalis 2018 01:00;0;0;0;0;1;0;1;0;0;0;1;1;1;0;2;0;0;0;0;0;
pe 16 maalis 2018 02:00;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
pe 16 maalis 2018 03:00;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
pe 16 maalis 2018 04:00;0;0;3;0;3;0;6;0;2;2;0;0;0;2;2;1;0;4;0;7;
pe 16 maalis 2018 05:00;1;2;4;1;3;0;3;3;5;4;2;4;1;5;2;3;3;10;5;9;
pe 16 maalis 2018 06:00;10;7;23;8;10;0;19;9;21;20;14;14;10;20;11;0;6;30;6;28;
pe 16 maalis 2018 07:00;38;17;44;21;35;0;44;40;40;32;50;64;13;50;19;8;18;56;15;72;
pe 16 maalis 2018 08:00;60;24;56;42;69;0;33;55;42;70;67;73;19;104;50;18;30;72;14;119;
pe 16 maalis 2018 09:00;28;28;13;30;32;0;25;22;14;35;31;30;16;56;26;17;15;30;10;59;
pe 16 maalis 2018 10:00;7;10;13;8;20;0;6;9;6;12;16;12;6;33;17;25;5;24;7;21;
pe 16 maalis 2018 11:00;13;16;7;12;24;0;16;9;6;20;16;15;11;22;24;25;9;13;5;20;
pe 16 maalis 2018 12:00;7;20;8;12;30;0;18;6;7;9;18;7;8;24;15;23;6;17;7;20;
pe 16 maalis 2018 13:00;9;16;2;12;31;0;8;7;10;20;18;13;6;23;17;24;4;7;11;33;
pe 16 maalis 2018 14:00;10;14;15;15;37;1;13;9;10;24;22;15;11;26;23;36;13;14;6;44;
pe 16 maalis 2018 15:00;30;22;27;32;56;0;21;24;33;42;45;31;16;57;35;32;13;47;7;64;
pe 16 maalis 2018 16:00;39;32;54;34;77;0;36;40;37;48;57;54;24;73;42;36;33;51;23;96;
pe 16 maalis 2018 17:00;32;28;29;29;72;0;26;38;28;44;40;48;18;54;43;16;24;47;7;62;
pe 16 maalis 2018 18:00;19;17;16;22;46;0;16;25;24;40;20;34;6;33;39;20;8;33;5;35;
pe 16 maalis 2018 19:00;10;11;12;13;17;0;12;7;8;33;19;14;3;29;19;15;9;20;3;26;
pe 16 maalis 2018 20:00;4;5;7;4;23;0;6;3;2;14;16;13;3;20;12;6;12;14;1;32;
pe 16 maalis 2018 21:00;5;4;10;6;13;0;1;4;3;10;12;4;3;16;8;6;5;12;2;11;
pe 16 maalis 2018 22:00;2;5;3;1;10;0;4;4;0;2;7;6;0;17;8;5;2;4;0;13;
pe 16 maalis 2018 23:00;0;3;2;4;6;0;4;1;4;4;0;3;3;5;6;1;1;10;0;6;
la 17 maalis 2018 00:00;0;1;1;1;12;0;2;0;0;2;0;1;0;2;7;1;2;0;0;5;
la 17 maalis 2018 01:00;1;0;1;0;2;0;1;1;0;0;0;0;1;5;2;1;0;0;0;2;
la 17 maalis 2018 02:00;0;1;1;0;2;0;1;0;0;3;1;0;0;1;2;1;1;3;0;0;
la 17 maalis 2018 03:00;0;0;0;0;2;0;0;1;0;0;0;1;0;1;1;2;2;1;0;2;
la 17 maalis 2018 04:00;1;0;0;0;1;0;2;0;0;2;0;2;1;3;2;2;0;0;0;1;
la 17 maalis 2018 05:00;0;1;0;0;0;0;0;0;1;5;1;0;1;2;0;0;1;0;0;4;
la 17 maalis 2018 06:00;3;1;4;1;3;0;2;1;4;0;0;3;0;4;2;1;0;7;3;4;
la 17 maalis 2018 07:00;1;2;2;1;3;0;7;3;2;1;1;2;1;6;4;1;2;6;4;8;
la 17 maalis 2018 08:00;4;3;1;1;4;0;5;5;2;10;8;4;5;8;2;1;0;10;8;9;
la 17 maalis 2018 09:00;10;9;5;4;7;0;2;6;5;8;13;11;3;13;12;3;7;12;0;21;
la 17 maalis 2018 10:00;9;6;6;5;14;0;7;7;5;16;14;4;9;22;15;14;5;19;7;11;
la 17 maalis 2018 11:00;7;10;8;4;19;0;19;6;9;27;10;4;6;25;16;18;3;9;5;18;
la 17 maalis 2018 12:00;10;9;8;11;28;0;12;8;5;35;25;10;9;19;19;23;6;8;6;25;
la 17 maalis 2018 13:00;14;12;5;10;16;0;11;16;13;23;16;12;10;33;21;30;11;10;5;29;
la 17 maalis 2018 14:00;12;16;18;11;29;0;22;12;11;24;18;11;7;28;15;26;6;12;9;25;
la 17 maalis 2018 15:00;12;22;2;6;21;0;15;11;6;32;19;12;4;29;16;23;12;14;11;34;
la 17 maalis 2018 16:00;8;18;9;7;24;0;8;17;5;23;14;11;6;22;17;25;7;13;9;21;
la 17 maalis 2018 17:00;13;12;7;8;17;0;6;5;9;13;9;5;5;26;32;15;4;14;7;22;
la 17 maalis 2018 18:00;6;3;19;6;17;0;12;10;4;15;11;4;8;18;17;12;2;13;5;9;
la 17 maalis 2018 19:00;4;4;5;1;7;0;5;2;1;4;10;7;7;9;14;8;1;4;3;8;
la 17 maalis 2018 20:00;4;7;4;2;11;0;3;1;0;7;5;9;2;7;11;5;3;5;0;9;
la 17 maalis 2018 21:00;0;4;2;5;7;0;2;1;1;4;5;3;0;5;5;4;2;4;1;5;
la 17 maalis 2018 22:00;0;2;2;0;7;0;1;0;1;0;5;3;1;6;3;4;0;6;0;2;
la 17 maalis 2018 23:00;1;0;0;3;3;0;3;0;3;4;1;2;2;4;5;7;0;4;0;2;
su 18 maalis 2018 00:00;2;0;1;1;4;0;3;1;2;1;1;2;0;7;1;2;1;3;0;8;
su 18 maalis 2018 01:00;2;0;0;0;1;0;0;1;1;0;1;4;0;2;1;1;0;1;0;1;
su 18 maalis 2018 02:00;0;2;1;1;5;0;0;0;0;2;1;1;1;5;7;4;4;0;0;2;
su 18 maalis 2018 03:00;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;2;1;0;0;
su 18 maalis 2018 04:00;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;4;1;0;0;0;
su 18 maalis 2018 05:00;0;0;2;0;0;0;2;0;0;3;1;0;1;2;1;1;4;3;0;3;
su 18 maalis 2018 06:00;1;6;1;0;5;0;5;1;4;1;2;3;1;2;2;1;2;4;0;4;
su 18 maalis 2018 07:00;0;2;1;2;3;0;6;2;1;2;3;6;3;3;1;2;2;5;3;5;
su 18 maalis 2018 08:00;2;1;6;1;2;0;3;3;3;4;2;7;6;5;3;2;1;13;2;5;
su 18 maalis 2018 09:00;6;3;4;2;13;0;5;1;4;8;13;6;0;7;8;4;6;9;1;12;
su 18 maalis 2018 10:00;10;4;6;5;12;0;11;8;1;16;16;8;4;16;10;11;0;11;6;14;
su 18 maalis 2018 11:00;8;8;6;11;28;0;18;15;6;12;18;12;8;18;21;11;10;8;8;21;
su 18 maalis 2018 12:00;13;8;7;15;23;0;18;7;15;25;15;12;5;39;19;16;8;19;12;26;
su 18 maalis 2018 13:00;5;14;12;13;25;0;19;19;10;25;16;10;11;27;11;28;8;9;9;28;
su 18 maalis 2018 14:00;9;21;8;18;28;0;21;17;11;38;37;18;11;30;24;25;9;10;9;36;
su 18 maalis 2018 15:00;4;14;16;13;50;0;13;21;8;24;32;22;15;39;25;18;9;10;3;32;
su 18 maalis 2018 16:00;10;16;13;16;22;0;12;7;9;21;39;22;12;27;23;19;12;18;13;33;
su 18 maalis 2018 17:00;5;26;16;8;25;0;13;8;12;18;23;7;11;29;17;22;12;17;6;18;
su 18 maalis 2018 18:00;3;11;5;5;21;0;11;6;6;29;15;15;6;26;7;9;4;13;8;25;
su 18 maalis 2018 19:00;4;5;5;4;16;1;9;5;5;17;15;8;4;12;15;3;5;14;1;19;
su 18 maalis 2018 20:00;1;12;3;4;10;0;6;4;4;14;6;11;3;6;8;3;4;6;2;10;
su 18 maalis 2018 21:00;3;3;6;2;11;0;4;1;3;6;8;5;1;15;7;5;0;8;2;11;
su 18 maalis 2018 22:00;1;4;2;3;6;0;0;0;5;1;0;1;1;2;6;3;3;5;1;6;
su 18 maalis 2018 23:00;0;2;0;2;6;0;3;1;0;2;4;2;1;1;5;2;1;3;0;2;
ma 19 maalis 2018 00:00;0;1;0;1;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;
ma 19 maalis 2018 01:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;
ma 19 maalis 2018 02:00;0;0;2;0;2;0;0;0;0;1;0;0;0;0;1;2;0;2;0;0;
ma 19 maalis 2018 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;
ma 19 maalis 2018 04:00;0;0;1;1;0;0;4;0;5;1;1;2;0;0;1;0;0;2;0;3;
ma 19 maalis 2018 05:00;0;2;10;1;5;0;6;6;7;4;10;3;2;5;7;4;2;14;3;12;
ma 19 maalis 2018 06:00;10;18;34;15;16;0;25;20;26;27;25;22;8;26;15;2;12;41;17;33;
ma 19 maalis 2018 07:00;43;21;92;28;45;0;75;50;84;72;69;77;26;76;23;16;26;124;37;104;
ma 19 maalis 2018 08:00;115;49;88;77;88;0;79;85;75;113;97;106;36;149;67;17;53;111;31;180;
ma 19 maalis 2018 09:00;41;35;24;46;55;0;30;43;23;64;44;36;18;115;44;31;22;58;17;104;
ma 19 maalis 2018 10:00;9;13;11;17;37;0;20;21;11;24;19;15;8;43;31;22;15;15;2;37;
ma 19 maalis 2018 11:00;6;16;11;12;24;0;17;7;12;15;16;12;7;21;20;23;2;19;4;15;
ma 19 maalis 2018 12:00;6;21;11;11;49;0;16;10;8;13;10;7;8;33;19;19;8;9;4;27;
ma 19 maalis 2018 13:00;11;17;11;7;33;0;9;13;5;10;16;14;6;18;25;21;9;13;13;32;
ma 19 maalis 2018 14:00;4;13;16;16;30;0;17;10;7;21;15;12;9;35;28;19;10;21;12;37;
ma 19 maalis 2018 15:00;35;20;53;31;45;0;43;38;31;24;50;43;14;52;45;19;15;64;20;70;
ma 19 maalis 2018 16:00;46;44;88;47;86;0;74;72;71;89;69;88;36;123;62;34;53;112;24;142;
ma 19 maalis 2018 17:00;62;36;71;49;91;0;48;57;57;68;83;86;32;113;48;22;38;78;19;122;
ma 19 maalis 2018 18:00;28;37;34;18;61;0;32;41;32;63;42;37;13;81;47;19;23;51;19;92;
ma 19 maalis 2018 19:00;16;18;18;16;32;0;17;11;20;33;28;23;12;45;38;15;8;27;5;42;
ma 19 maalis 2018 20:00;8;13;10;15;29;0;4;5;12;12;21;18;9;36;23;5;11;19;8;41;
ma 19 maalis 2018 21:00;4;7;4;9;14;0;9;5;5;15;11;12;5;20;15;11;8;17;3;28;
ma 19 maalis 2018 22:00;3;3;7;6;9;0;2;2;11;2;5;5;0;10;7;5;3;13;3;6;
ma 19 maalis 2018 23:00;2;0;2;1;1;0;0;1;0;4;1;0;3;3;0;1;4;4;1;3;
ti 20 maalis 2018 00:00;0;0;2;1;3;0;0;1;0;0;0;1;1;3;1;0;0;2;0;3;
ti 20 maalis 2018 01:00;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;5;0;0;
ti 20 maalis 2018 02:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;
ti 20 maalis 2018 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;
ti 20 maalis 2018 04:00;0;0;3;0;1;0;5;0;2;2;0;1;0;0;17;0;0;7;1;4;
ti 20 maalis 2018 05:00;0;0;12;2;3;0;11;7;13;10;11;4;1;6;4;6;7;6;5;11;
ti 20 maalis 2018 06:00;15;12;42;18;15;0;41;20;28;28;23;25;12;27;11;6;17;48;11;34;
ti 20 maalis 2018 07:00;57;19;89;27;55;0;74;60;76;71;80;79;31;73;39;11;32;99;43;98;
ti 20 maalis 2018 08:00;98;27;64;62;95;0;76;85;81;93;83;80;25;143;62;23;41;102;42;152;
ti 20 maalis 2018 09:00;39;22;27;28;53;0;23;36;27;42;41;41;9;89;42;28;16;47;10;101;
ti 20 maalis 2018 10:00;13;8;8;23;26;0;10;12;7;27;20;11;4;35;27;15;3;16;4;33;
ti 20 maalis 2018 11:00;16;11;10;16;32;0;13;2;13;25;14;4;13;23;29;15;3;24;3;24;
ti 20 maalis 2018 12:00;12;8;9;13;31;0;21;10;20;11;12;8;4;38;20;14;5;17;9;31;
ti 20 maalis 2018 13:00;6;15;3;11;31;0;7;6;14;26;14;6;6;26;33;22;8;17;11;33;
ti 20 maalis 2018 14:00;18;8;13;16;29;0;20;13;11;41;21;10;12;26;22;28;10;18;12;45;
ti 20 maalis 2018 15:00;26;23;43;28;59;0;40;27;32;32;45;40;18;67;56;18;26;59;23;87;
ti 20 maalis 2018 16:00;59;46;77;51;95;0;51;71;51;92;89;79;28;98;66;36;34;84;22;134;
ti 20 maalis 2018 17:00;56;30;56;42;73;0;41;56;45;89;51;52;17;109;53;27;31;70;28;131;
ti 20 maalis 2018 18:00;18;29;34;22;56;0;16;26;34;52;33;27;15;70;41;28;18;38;26;73;
ti 20 maalis 2018 19:00;15;4;19;12;39;0;19;15;17;31;27;20;7;40;39;14;20;23;4;49;
ti 20 maalis 2018 20:00;9;10;8;11;22;0;8;13;8;29;29;18;8;29;27;7;10;18;6;30;
ti 20 maalis 2018 21:00;4;4;6;12;16;0;8;7;4;16;9;9;3;20;19;6;3;12;2;18;
ti 20 maalis 2018 22:00;0;2;2;1;3;0;2;1;4;6;3;3;3;8;6;4;2;6;3;8;
ti 20 maalis 2018 23:00;2;2;2;1;5;0;1;0;7;3;2;2;0;8;3;1;3;1;1;2;
ke 21 maalis 2018 00:00;0;0;0;0;3;0;1;1;0;0;0;0;0;1;6;0;0;1;0;2;
ke 21 maalis 2018 01:00;0;0;1;0;2;0;0;1;1;1;0;0;0;2;0;1;0;2;0;0;
ke 21 maalis 2018 02:00;0;0;0;0;0;0;1;0;2;1;0;0;0;1;0;1;0;0;0;0;
ke 21 maalis 2018 03:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;
ke 21 maalis 2018 04:00;0;0;4;0;0;0;3;0;1;1;0;1;0;1;0;0;0;4;0;2;
ke 21 maalis 2018 05:00;1;0;7;0;2;0;2;1;7;7;7;3;1;4;2;6;4;7;2;9;
ke 21 maalis 2018 06:00;13;11;28;15;9;0;28;16;25;23;22;29;11;21;13;3;14;40;19;31;
ke 21 maalis 2018 07:00;42;25;79;25;39;0;63;53;65;58;75;63;25;80;26;14;30;89;24;84;
ke 21 maalis 2018 08:00;84;40;68;59;79;0;54;70;58;94;63;64;25;121;53;25;40;99;28;152;
ke 21 maalis 2018 09:00;24;18;24;36;54;0;26;28;18;56;37;33;15;82;47;29;19;43;20;94;
ke 21 maalis 2018 10:00;13;15;7;17;14;0;11;8;6;15;22;18;6;28;23;20;8;16;9;30;
ke 21 maalis 2018 11:00;11;14;7;11;32;0;11;12;9;18;21;10;9;22;26;14;9;15;11;20;
ke 21 maalis 2018 12:00;9;13;13;5;42;0;15;6;8;24;10;10;14;27;20;29;10;13;4;26;
ke 21 maalis 2018 13:00;11;7;9;12;31;0;7;6;2;19;10;7;7;28;26;26;7;12;10;28;
ke 21 maalis 2018 14:00;13;19;6;22;48;0;18;11;8;19;21;14;7;30;24;28;8;16;7;32;
ke 21 maalis 2018 15:00;22;31;41;27;61;0;31;28;29;38;50;34;25;53;43;21;22;45;22;64;
ke 21 maalis 2018 16:00;47;43;62;33;70;0;57;61;57;83;76;71;30;100;55;24;37;84;23;125;
ke 21 maalis 2018 17:00;65;40;46;49;80;1;36;49;43;62;51;50;20;121;49;35;33;76;14;78;
ke 21 maalis 2018 18:00;28;28;25;20;55;0;32;34;23;57;45;39;10;72;49;23;19;24;13;77;
ke 21 maalis 2018 19:00;21;24;13;13;30;0;19;17;12;35;29;31;9;30;38;13;7;28;2;36;
